batch_row	source_csv	source_id	source_title	proposed_display_title	artist	album	duration	bpm	genre	url_present	batch_flags	triage_status	triage_reason
341	gpm_stl.csv	152025171	WHY DOES LIFE HAVE TO BE THIS HARD?	WHY DOES LIFE HAVE TO BE THIS HARD?	KLEIGH	Doin’ the Ev'ryday	0:04:57	102.0	Pop, Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
342	gpm_stl.csv	152025172	I NEED AN ANGEL	I NEED AN ANGEL	KLEIGH	Memory’s Malice	0:04:07	107.0	Blues, Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
343	gpm_stl.csv	152025173	WE'LL BE FREE	WE'LL BE FREE	KLEIGH	Memory’s Malice	0:04:46	88.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
344	gpm_stl.csv	152025176	BOUGHT INTO YOUR GAME	BOUGHT INTO YOUR GAME	KLEIGH	Still Walking	0:05:14	87.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
345	gpm_stl.csv	153571215	YOUR HEART POUNDING - Nkd	YOUR HEART POUNDING - Nkd	KLEIGH	We Got This	0:02:50	124.0	Alt Rock/Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
346	gpm_stl.csv	153628163	DO IT AGAIN	DO IT AGAIN	KLEIGH	Lovin’ Living	0:02:56		Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
347	gpm_stl.csv	154116877	WE WILL PREVAIL - INSTRO	WE WILL PREVAIL - INSTRO	G Putnam Music	Cinema	0:05:53		TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
348	gpm_stl.csv	154124113	REVELATIONS - INSTRO	REVELATIONS - INSTRO	G Putnam Music	Caught Off Guard	0:03:43	104.0	Symphony	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
349	gpm_stl.csv	161322633	GOING OFF THE DEEP END - DUET	GOING OFF THE DEEP END - DUET	KLEIGH & Lilli O'Dowd	Doin’ the Ev'ryday	0:03:09	105.0	Singer/songwriter, Country, Bar Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
350	gpm_stl.csv	161322848	ALL WE NEED IS SOMEONE - INSTRO	ALL WE NEED IS SOMEONE - INSTRO	G Putnam Music	Film	0:05:04	94.0	Singer/Songwriter, Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
351	gpm_stl.csv	161322850	ALL THE THINGS	ALL THE THINGS	KLEIGH	Heart for Heart	0:04:19	97.0	Singer/Songwrite/Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
352	gpm_stl.csv	161322851	ANOTHER NIGHT	ANOTHER NIGHT	Zach Jackson, Gregory D Putnam	Countin’ On Countin’ On	0:03:23	149.0	Indie Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
353	gpm_stl.csv	161322852	ARMS AROUND ME	ARMS AROUND ME	KLEIGH	Walking Alone	0:03:59	149.0	Alt Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
354	gpm_stl.csv	161322894	BABY COMES FIRST	BABY COMES FIRST	Elle Christine	Elle's Bells	0:03:15	89.0	Rock, Country, Indie, Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
355	gpm_stl.csv	161322896	BOUNCE BACK	BOUNCE BACK	KLEIGH	Rough House	0:03:16	120.0	Blues	YES		BATCH_CLEAN_PENDING_REVIEW	
356	gpm_stl.csv	161322897	A BETTER ME	A BETTER ME	KLEIGH	KLEIGH's WEIGHs	0:04:21	120.0	Pop, Alt Rock, Bar Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
357	gpm_stl.csv	161322899	BURNED N' BROKENHEARTED	BURNED N' BROKENHEARTED	Ashleigh Brucker	An Ash Bash	0:03:09	107.0	Rock, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
358	gpm_stl.csv	161322901	BY YOUR SIDE	BY YOUR SIDE	KLEIGH	Still Walking	0:03:05		INDIE	YES		BATCH_CLEAN_PENDING_REVIEW	
359	gpm_stl.csv	161322993	I'M COMING HOME - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Caught Off Guard	0:03:02	85.0	Cinematic	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
360	gpm_stl.csv	161322999	COMING OVER ME	COMING OVER ME	KLEIGH	We’re Better than This	0:05:54	83.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
361	gpm_stl.csv	161323000	COMPOSURE - INSTRO	COMPOSURE - INSTRO	G Putnam Music	Cinematic	0:04:04	107.0	CINEMA, film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
362	gpm_stl.csv	161323262	DODO'S WALTZ - INSTRO	DODO'S WALTZ - INSTRO	G Putnam Music	TV/Film	0:05:06	117.0	CINEMATIC	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
363	gpm_stl.csv	161323264	DEATH AWAITS HIM - INSTRO	DEATH AWAITS HIM - INSTRO	G Putnam Music	TV/Film	0:02:07	95.0	CINEMATIC	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
364	gpm_stl.csv	161323265	DREAM DREAMS - INSTRO	DREAM DREAMS - INSTRO	G Putnam Music	Thrillin’ Feelin'	0:08:10	112.0	CINEMATIC, BVGs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
365	gpm_stl.csv	161323267	ELECTRO DANCEFLOOR - INSTRO	ELECTRO DANCEFLOOR - INSTRO	G Putnam Music	Thrilling Feeling	0:03:49	120.0	cinematic	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
366	gpm_stl.csv	161323271	ELECTRONIC SYMPHONY - INSTRO	ELECTRONIC SYMPHONY - INSTRO	G Putnam Music	TV/Film	0:03:23	111.0	Cinematic	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
367	gpm_stl.csv	161323272	EVENING TIME- INSTRO	EVENING TIME - INSTRO	G Putnam Music	Thrilling Feeling	0:04:20	133.0	Blues	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
368	gpm_stl.csv	161323273	ESSENCE OF A HERO - INSTRO	ESSENCE OF A HERO - INSTRO	G Putnam Music	TV/Film	0:06:39	109.0	Contemporary Christian	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
369	gpm_stl.csv	161323383	FEELS ALL RIGHT	FEELS ALL RIGHT	KLEIGH	KLEIGH's Weighs	0:03:40	86.0	Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
370	gpm_stl.csv	161323384	FACE THIS WORLD TOGETHER	FACE THIS WORLD TOGETHER	KLEIGH	We Got This	0:03:21	126.0	Alt Rock, Singer/Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
371	gpm_stl.csv	161323387	FINAL DESTINATION	FINAL DESTINATION	NATU Visinia	NATU Ought To	0:02:45	151.0	- Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
372	gpm_stl.csv	161323392	FURTHER AWAY	FURTHER AWAY	KLEIGH	Memory’s Malice	0:04:14	84.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
373	gpm_stl.csv	161323393	THE 4TH SYNTHETIC ADVENTURE - INSTRO	THE 4TH SYNTHETIC ADVENTURE - INSTRO	G Putnam Music	Cinema	0:05:05	114.0	Alt Rock, Progressive, Singer-Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
374	gpm_stl.csv	161323551	GET OUT THE WAY	GET OUT THE WAY	KLEIGH	Doin’ the Ev'ryday	0:04:11	92.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
375	gpm_stl.csv	161323552	GOD ALMIGHTY - INSTRO	GOD ALMIGHTY - INSTRO	G Putnam Music	Film	0:08:06	89.0	Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
376	gpm_stl.csv	161323556	GOD ONLY KNOWS	GOD ONLY KNOWS	KLEIGH	We’re Better than This	0:03:44	147.0	Other	YES		BATCH_CLEAN_PENDING_REVIEW	
377	gpm_stl.csv	161323557	GOIN’ OFF THE DEEP END	GOIN’ OFF THE DEEP END	KLEIGH & Lilli O'Dowd	Really Lillie	0:03:09	105.0	ALT COUNTRY, AMERICANA	YES		BATCH_CLEAN_PENDING_REVIEW	
378	gpm_stl.csv	161323558	THE GREEN ONE - INSTRO	THE GREEN ONE - INSTRO	G Putnam Music	Cinema	0:04:49	146.0	Trance	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
379	gpm_stl.csv	161323560	GROOVE TUNE - INSTRO	GROOVE TUNE - INSTRO	G Putnam Music	TV/Film	0:03:56	113.0	Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
380	gpm_stl.csv	161432944	TO LOVE ME	TO LOVE ME	KLEIGH	Lovin’ Love	0:03:38	89.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
381	gpm_stl.csv	162476731	FOUND IN HEAVEN	FOUND IN HEAVEN	Ashleigh Brucker	Sexy Swagger	0:03:22	143.0	Cont Country, Mod Country	YES		BATCH_CLEAN_PENDING_REVIEW	
382	gpm_stl.csv	162477185	INTRIGUED - F	INTRIGUED - F	G Putnam Music	- AD, FILM, PERIOD, 80S, DESIRE, INFATUATION, ALLURE, MYSTERY, AMBITION, SEXY, DANCE	0:03:02	125.0	90s Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
383	gpm_stl.csv	162477187	INTRIGUED - M	INTRIGUED - M	G Putnam Music	- AD, FILM, PERIOD, 80S, DESIRE, INFATUATION, ALLURE, MYSTERY, AMBITION, SEXY, DANCE	0:03:02	125.0	90s Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
384	gpm_stl.csv	162477718	LEARNIN' LIFE	LEARNIN' LIFE	Jade Lotzow	Subtly Simple	0:03:22	84.0	FUSION	YES		BATCH_CLEAN_PENDING_REVIEW	
385	gpm_stl.csv	162491798	The Meltdown	The Meltdown	KLEIGH	Rough House	0:03:37		Singer-Songwriter, Minimal	YES		BATCH_CLEAN_PENDING_REVIEW	
386	gpm_stl.csv	162492040	BABY I MISS YOU - INSTRO	BABY I MISS YOU - INSTRO	G Putnam Music	TV/Film	0:01:52	107.0	FILM, FANTASY	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
387	gpm_stl.csv	162492330	IT'S OVER - INSTRO	IT'S OVER - INSTRO	G Putnam Music	TV/Film	0:03:55	109.0	FILM, R7b, hiphop	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
388	gpm_stl.csv	162494284	OVER AND OVER AGAIN	OVER AND OVER AGAIN	KLEIGH	Go for the Heart	0:04:43	111.0	Singer/Songwriter, Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
389	gpm_stl.csv	162527112	MYSTERY OF TOMORROW - INSTRO	MYSTERY OF TOMORROW - INSTRO	G Putnam Music	TV/Film	0:05:44	139.0	Cinema, INDIE	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
390	gpm_stl.csv	162527559	LOST - INSTRO	LOST - INSTRO	G Putnam Music	TV/Film	0:04:09	88.0	Ambient, Indie, Cinema	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
391	gpm_stl.csv	162527916	DARK FOREST	DARK FOREST	13 Yr Old - LIL' Z	Young n’ on the Run	0:02:12	89.0	Indie Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
392	gpm_stl.csv	162530668	PEACE ON WORTH - INSTRO	PEACE ON WORTH - INSTRO	G Putnam Music	Cinema	0:05:36		Film, INDIE	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
393	gpm_stl.csv	162532101	SENSATION - RELAXATION - INSTRO	SENSATION - RELAXATION - INSTRO	G Putnam Music	Cinema	0:02:58		Ambient, Film, INDIE	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
394	gpm_stl.csv	162532279	ROAD TRIP - INSTRO	ROAD TRIP - INSTRO	G Putnam Music	Cinema	0:04:48	143.0	TV/Film INDIE	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
395	gpm_stl.csv	162536950	LEFT TACKLE - INSTRO	LEFT TACKLE - INSTRO	G Putnam Music	Sports of Sorts	0:04:07	109.0	Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
396	gpm_stl.csv	162536992	RECOGNIZER - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Cinema	0:04:24	146.0	TV/Film, Indie	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
397	gpm_stl.csv	163578890	Didn't Mean To Fall	Didn't Mean To Fall	Rhonda Lester	Loving Rhonda	0:03:18	112.0	Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
398	gpm_stl.csv	163578931	ES - INSTRO	ES - INSTRO	G Putnam Music	Dance It Away	0:03:23	111.0	Blues	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
399	gpm_stl.csv	163579488	Mistakes or Lies	Mistakes or Lies	Elle Christine	Dealin’ Feelin'	0:03:00	135.0	Indie Rock, Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
400	gpm_stl.csv	163579851	My Eyes Tell It All	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Sandy Sugar Smith	Turnin’ Blue	0:04:52	82.0	Blues	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
401	gpm_stl.csv	163850565	AIN'T GOLD	AIN'T GOLD	KLEIGH	KLEIGH Weighs	0:03:49	89.0	Metal, Country, Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
402	gpm_stl.csv	164096813	Be Mine Tonight - INSTRO	Be Mine Tonight - INSTRO	G Putnam Music	Slight Light	0:04:53	100.0	Indie Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
403	gpm_stl.csv	164097830	Beautiful World - ORIG	Beautiful World - ORIG	KLEIGH	KLEIGH's Weighs	0:04:50		Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
404	gpm_stl.csv	164100072	Best of the Nights of Our Lives	Best of the Nights of Our Lives	KLEIGH	KLEIGH'S WEIGHs	0:03:10	82.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
405	gpm_stl.csv	164105457	Better Watch Out - Demo	Better Watch Out - Demo	Mick Fury	Scratch	0:02:52	139.0	Rock Demo	YES		BATCH_CLEAN_PENDING_REVIEW	
406	gpm_stl.csv	164117496	Cruisin - INSTRO	Cruisin - INSTRO	G Putnam Music	Clubbin	0:03:42	143.0	FILM	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
407	gpm_stl.csv	164158180	Get a Clue	Get a Clue	Sam Masini	Growing Stronger	0:03:21	84.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
408	gpm_stl.csv	164266765	ALL I WANT IS YOU	ALL I WANT IS YOU	Zach Linley	Rock/Country	0:03:50	120.0	Country Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
409	gpm_stl.csv	164267025	Believe in Love - ns	Believe in Love - ns	Elle Christine	Pretty Pop	0:03:05	151.0	Indie, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
410	gpm_stl.csv	166988860	ANOTHER DANCE - INSTRO	ANOTHER DANCE - INSTRO	G Putnam Music	Sweet as Sexy	0:03:04	87.0	Singer/Songwriter Rock Indie Folk	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
411	gpm_stl.csv	166989061	Can't Get There	Can't Get There	KLEIGH	We’re Better than This	0:03:19	143.0	Other	YES		BATCH_CLEAN_PENDING_REVIEW	
412	gpm_stl.csv	166991126	Hang On	Hang On	NATU Visinia	Film	0:03:23	98.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
413	gpm_stl.csv	166995581	Heart's Off Break - Unpluggged	Heart's Off Break - Unpluggged	NATU Visinia	Sexy Swagger	0:03:05		Pop, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
414	gpm_stl.csv	166995583	Heart's Off Break	Heart's Off Break	Natu Visinia	NATU Ought To	0:03:09	95.0	Pop, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
415	gpm_stl.csv	166995622	Hello World - INSTRO	Hello World - INSTRO	G Putnam Music	Cinema	0:03:41	104.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
416	gpm_stl.csv	166995669	SPARK THE FLAME-WITH RAP	SPARK THE FLAME-WITH RAP	Tyler Houk	Sexy Swagger	0:03:13	80.0	Country	YES		BATCH_CLEAN_PENDING_REVIEW	
417	gpm_stl.csv	167046256	Another Dance	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Reed	G Putnam Music	0:03:18		Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
418	gpm_stl.csv	167046473	Coming Over Me - INSTRO	Coming Over Me - INSTRO	KLEIGH	We’re Better than This	0:05:54	83.0	Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
419	gpm_stl.csv	167046511	Crush on Christmas	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Sam Masini	G Putnam Music	0:02:56		Christmas	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
420	gpm_stl.csv	167046982	Forever & A Day	Forever & A Day	KLEIGH	Beautiful World	0:05:24	85.0	Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
421	gpm_stl.csv	167047051	FOUND IN HEAVEN - INSTRO	FOUND IN HEAVEN - INSTRO	G Putnam Music	Dance Steady	0:03:22	143.0	Cont Country, Mod Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
422	gpm_stl.csv	167047194	Get Over You	Get Over You	KLEIGH	Still Walking	0:04:31	114.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
423	gpm_stl.csv	167047376	Hazy Crazy	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	G Putnam Music	0:02:43		Indie Pop	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
424	gpm_stl.csv	167047380	HAZY CRAZY DbMaj 134bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:02:43			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
425	gpm_stl.csv	167047382	Heartbroken n' Alone - INSTRO	Heartbroken n' Alone - INSTRO	G Putnam Music	Caught Off Guard	0:06:25	89.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
426	gpm_stl.csv	167047383	Hold On	Hold On	KLEIGH	Memory’s Malice	0:04:28	85.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
427	gpm_stl.csv	167047385	Here in the Night	Here in the Night	Lilli O'Dowd	Really Lilli	0:03:33	117.0	Power Ballad	YES		BATCH_CLEAN_PENDING_REVIEW	
428	gpm_stl.csv	167047386	Holding On	Holding On	G Putnam Music	Go for the Heart	0:04:28	104.0		YES		BATCH_CLEAN_PENDING_REVIEW	
429	gpm_stl.csv	167047393	Hit Rewind - INSTRO	Hit Rewind - INSTRO	Erik W Nelson	Change Me	0:03:15	134.0	Modern Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
430	gpm_stl.csv	167047394	Hit Rewind	Hit Rewind	NATU Visinia	NATU Ought To	0:03:03	134.0	Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
431	gpm_stl.csv	167047395	Hit Rewind - Demo	Hit Rewind - Demo	Erik W Nelson	Change Me	0:03:15	134.0	Modern Country	YES		BATCH_CLEAN_PENDING_REVIEW	
432	gpm_stl.csv	167047399	HIT REWIND-fullmix-M-Ac Gtr-El Gtr-Piano-El Bass-Keybrd	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:03			YES	POSSIBLE_VERSION_OR_SOURCE_NOTE	TRIAGE_LATER	POSSIBLE_VERSION_OR_SOURCE_NOTE
433	gpm_stl.csv	167047400	Hope for Hope  - INSTRO	Hope for Hope - INSTRO	G Putnam Music	Slight Light	0:03:08		Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
434	gpm_stl.csv	167047407	How Could I?	How Could I?	KLEIGH	G Putnam Music	0:03:47	139.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
435	gpm_stl.csv	167047420	Hurt Like This	Hurt Like This	KLEIGH		0:04:19	131.0		YES		BATCH_CLEAN_PENDING_REVIEW	
436	gpm_stl.csv	167047423	Hurt Me For	Hurt Me For	KLEIGH	Memory’s Malice	0:04:21	120.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
437	gpm_stl.csv	167047433	I AM A FIGHTER.- INSTRO	I AM A FIGHTER. - INSTRO	G Putnam Music	Slight Light	0:03:14	120.0	Indie Pop/Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
438	gpm_stl.csv	167047440	I Believe In You	I Believe In You	KLEIGH	Walk With Me	0:04:54	107.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
439	gpm_stl.csv	167047442	I'll Always Be Around	I'll Always Be Around	KLEIGH	Go or the Heart	0:04:15	86.0	Blues	YES		BATCH_CLEAN_PENDING_REVIEW	
440	gpm_stl.csv	167047446	I've already Lost You	I've already Lost You	KLEIGH	Memory’s Malice	0:03:20	128.0		YES		BATCH_CLEAN_PENDING_REVIEW	
441	gpm_stl.csv	167047450	IN THE BLEAK MIDWINTER - INSTRO - 77bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:41			YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
442	gpm_stl.csv	167047460	In the Silence of My Mind - INSTRO	In the Silence of My Mind - INSTRO	G Putnam Music	Thrilling Feeling	0:06:25	134.0	Cinema, TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
443	gpm_stl.csv	167047464	Into the New Sunset	Into the New Sunset	Lloyd G Miller	Lloyd’s Void	0:03:50		Cont Country	YES		BATCH_CLEAN_PENDING_REVIEW	
444	gpm_stl.csv	167047465	Into the New Sunset - INSTRO	Into the New Sunset - INSTRO	G Putnam Music	Desperate & Dirty	0:03:26		Cont Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
445	gpm_stl.csv	167047466	It's Happening - INSTRO	It's Happening - INSTRO	G Putnam Music	Thrilling Feeling	0:02:44	111.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
446	gpm_stl.csv	167047469	Joy Is Cool - INSTRO	Joy Is Cool - INSTRO	Michael Scherer	Scherer Desire	0:03:51	97.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
447	gpm_stl.csv	167047476	JOYFUL HARMONY - INSTRO	JOYFUL HARMONY - INSTRO	Michael Scherer	Scherer Delight	0:03:51	97.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
448	gpm_stl.csv	167047483	The Last Chance - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Thrilling Feeling	0:04:10	148.0	Cinema, TV/Film	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
449	gpm_stl.csv	167047491	Laying It Down	Laying It Down	KLEIGH	Still Walking	0:04:42	99.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
450	gpm_stl.csv	167047493	LOOKIN' FOR AN ANGEL - 79bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Zach Jackson	Change Me	0:03:21	78.0	Country, Singer-Songwriter	YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
451	gpm_stl.csv	167047496	Me n’ My Guitar	Me n’ My Guitar	Katie Beste	Dealin’ Feelin'	0:03:38	117.0	Mod Country	YES		BATCH_CLEAN_PENDING_REVIEW	
452	gpm_stl.csv	167047497	Me n' My Guitar - INSTRO - Lt BGVs	Me n' My Guitar - INSTRO - Lt BGVs - INSTRO	G Putnam Music	Busting Out	0:03:23	117.0	Mod Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
453	gpm_stl.csv	167047499	The Merry Man - INSTRO	The Merry Man - INSTRO	G Putnam Music	Busting Out	0:01:11	120.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
454	gpm_stl.csv	167047503	Midnight Melody - INSTRO	Midnight Melody - INSTRO	G Putnam Music	Thrilling Feeling	0:05:39	135.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
455	gpm_stl.csv	167047507	Misty Midnight Blue - INSTRO	Misty Midnight Blue - INSTRO	G Putnam Music	Remembering Forgetting	0:03:19	109.0	Indie Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
456	gpm_stl.csv	167047508	Misty Midnight Blue - INSTRO - STRIPPED	Misty Midnight Blue - INSTRO - STRIPPED - INSTRO	G Putnam Music	Desperate & Dirty	0:03:19	110.0	Singer-Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
